ecg_file,num_samples,num_anomalies,anomaly_ratio,auc,aupr,f1,precision,recall,seed
chfdb_chf01_275,1642,468,0.2850182704019488,0.7529721603401331,0.7105615585181413,0.6676136363636362,0.9957627118644068,0.5021367521367521,42
chfdb_chf13_45590,1088,358,0.3290441176470588,0.8573123134613914,0.8527924019321074,0.821656050955414,0.9555555555555556,0.7206703910614525,42
chfdbchf15,3149,348,0.11051127342013338,0.7996312893178544,0.6821539961988468,0.7477954144620812,0.9680365296803652,0.6091954022988506,42
ltstdb_20221_43,922,328,0.3557483731019523,0.592849223946785,0.49925517117288665,0.48825065274151436,0.4269406392694064,0.5701219512195121,42
ltstdb_20321_240,1248,338,0.2708333333333333,0.89530853761623,0.8120489355191698,0.7602339181286549,0.7514450867052023,0.7692307692307693,42
mitdb__100_180,2056,388,0.188715953307393,0.8556932804272046,0.5536156883887671,0.5831775700934579,0.4574780058651026,0.8041237113402062,42
qtdbsel102,9683,398,0.0411029639574512,0.8754445355479606,0.6488831611094348,0.6666666666666666,0.8838174273858921,0.535175879396985,42
stdb_308_0,2522,458,0.18160190325138778,0.686716131816797,0.2871804110619765,0.39092495636998253,0.26645519429024583,0.7336244541484717,42
xmitdb_x108_0,1557,578,0.37122671804752727,0.5559535717188997,0.6051647984750392,0.5160462130937099,1.0,0.3477508650519031,42
